LOCATIONS	Type	Area	Street	Position	SpeedZone_Radius	SpeedZone_Speed	Region	Dispatchmessage	Music
8	2	3	She must have hit her head very hard on the dashboard. Miss, are you sure you can't remember anything?						
8	2	4	What time is it? What happend? Where am I ?						
8	2	5	Officer, please stop questioning. Try talking to the security guard over there. He called 911.						
8	2	6	That is all I have for you.						
8	3	0	"Hello Sir. I'm officer "" + Globals.CharacterName + "" of the "" + GameHandler._dialog_dept.Remove(1, 7) +  "".Do you know what happened?"						
8	3	1	Hi Officer. Yes, I saw the accident. I was driving to the labs when a car came into the other lane. How is the woman doing?						
8	3	2	She is facing memory loss. Do you have a description of the vehicle or the driver?						
8	3	3	. The car came here often.. always at a high rate of speed.						
8	3	4	Do you remember the license plate of the 						
8	3	5	Yep. I wrote it down. It was 						
8	3	6	Thanks for your help. Your information is extremely useful in this investigation.						
8	3	7	Did you know that I always wanted to be a cop... anyway, glad to help!						
9	1	0	Hi, you called in backup. What can I do for you?						
9	1	1	Hi buddy. Do me a favor and talk to the victim and witness. I was busy getting the scene save and calling in EMS						
9	1	2	Sure, no problem. The victim looks disoriented. Hope he remembers something 						
9	1	3	Yeah, he hit the barrier pretty hard. You'll see.						
9	1	4	That is all I can tell you!						
9	2	0	"Hi Sir, I'm a police officer form the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Can you remember anything?"						
9	2	1	What? .. What time is it?.. Who are you?						
9	2	2	The crash must be hard. As soon as he is stable we will take him to hospital.						
9	2	3	Sir, can you tell me anything...? Can you tell me who was driving, or a color of the car?						
9	2	4	Who...? What...? 						
9	2	5	Believe me. That makes no sense. He definitely has a concussion. Try to get info from the witness there.						
9	2	6	That is all I have for you.						
9	3	0	"Hello Sir. I'm officer "" + Globals.CharacterName + "" of the  "" + GameHandler._dialog_dept.Remove(1, 7) +  "" . Do you know what happened?"						
9	3	1	Hello. Yes, that is why I stopped and called 9-1-1?	 					
9	3	2	Can you explain what happened?						
9	3	3	The driver was on the wrong side of the road with a high rate of speed.						
9	3	4	Do you remember the license plate of the 						
9	3	5	I do. It was 						
9	3	6	Thanks for your time and for stopping. Not everybody shows respect these days.						
9	3	7	I appreciate hearing this from a police officer!						
10	1	0	Hey Marcus, nice to see ya. What do we have here?						
10	1	1	"Hey "" + Globals.CharacterName + "", it appears to be a Hit and Run."						
10	1	2	Are there any injuries?						
10	1	3	Yes. The truck driver ended up rolling his truck and got injured. He's currently getting help in the ambulance, and will most likely spend the night in the hospital.						
10	1	4	Damn. Do you know what caused it?						
10	1	5	The craftsman here told me that a guy overtook the truck at a high rate of speed, but feel free to ask him for yourself.						
10	1	6	Okie Dokie.						
10	1	7	That is all i have for you!						
10	2	0	Hey Sir. Can you tell me exactly what you saw?						
10	2	1	Yes, I can. Some idiot overtook the truck in the turn and I was also coming around. The truck swerved and ended up flipping, while I just hit the fence here.						
10	2	2	Oh boy. Doesn't appear you have too much damage... Can you tell me anything about the vehicle and driver?						
10	2	3	I'm not into cars, but the vehicle appeared to be a ~y~						
10	2	4	Okay. What about the license plate? Did you see that?						
10	2	5	I believe it was ~y~						
10	2	6	Okay. Thanks for your help. Give this officer a statement and you will be free to leave.						
10	2	7	Okay Officer. Thanks.						
10	2	8	Sorry, but that's all I can tell you.,						
11	1	0	Hey Frank, long time no see. What happend here?						
11	1	1	"Hey "" + Globals.CharacterName + "", Seems like a Hit and Run."						
11	1	2	Is anyone injured?						
11	1	3	I'm afraid so. The driver of the truck rolled his vehicle and got injured. Paramedics are taking care about him in the ambulance. He will be sent to the hospital.						
11	1	4	It's been a while since I saw an accident like this. Do we know the cause?						
11	1	5	The worker here told me that a vehicle went into the truck's lane and made him swerve to avoid the oncoming car, however you could talk to him.						
11	1	6	Sure, I'll see hat he tells me.						
11	1	7	That is all I can tell you!						
11	2	0	Hello Sir, my partner told me you know what happened.						
11	2	1	Yes, Officer. A stupid asshole overtook me and the truck swerved and ended up in the woods.I immedialty called 911.						
11	2	2	Thank you for that. Do you remember anything about the vehicle or driver?						
11	2	3	Yes actually, I own the same vehicle. It was a ~y~						
11	2	4	Okay. Did you see the license plate?						
11	2	5	I think it was ~y~						
11	2	6	Thanks for your help. Give this officer a detailed statement and you will be free to leave.						
11	2	7	Okay Officer. Thanks.						
11	2	8	Sorry, but that's all I can tell you.,						
12	1	0	Hi Partner. Wow. That's a deep fall! Let me guess: Drunk Driver.						
12	1	1	"Hey "" + Globals.CharacterName + "", Nope. Actually it is a Hit and Run."						
12	1	2	Really. On this road? What happened?						
12	1	3	The driver of the Log truck rolled his vehicle and got injured by evading a speeding car. He will be sent to the hospital.						
12	1	4	Do we know anything about this car?						
12	1	5	His co-driver told me that this vehicle nearly lost control, however you could talk to him.						
12	1	6	Yep. I will take over here okay?						
12	1	7	Sure thanks. Its yours.						
12	2	0	Hey. Can you repeat for me that what you told my partner?						
12	2	1	Yes, Officer. A stupid asshole came down the hill with an insane speed. My buddy had to go off the road not to hit him.						
12	2	2	Can you remember that car?						
12	2	3	Yeah, I do. It was a ~y~						
12	2	4	Okay. Did you see the license plate?						
12	2	5	Yes i also remember this. It was ~y~						
12	2	6	Thanks for your help. Please stay here until the recovery crane has arrived.						
12	2	7	Okay Officer. Thanks.						
12	2	8	Sorry, but that's all I can tell you.,						
13	1	0	Hi, what the hell happened here?						
13	1	1	"Hey Officer "" + Globals.CharacterName + "", thanks for the fast response. According to the first infos I have, it seems to be a Hit and Run"						
13	1	2	Did you already talk to victims and witnesses?						
13	1	3	No sorry, i was helping securing the scene and keep the traffic flow.						
13	1	4	Okay, then i will talk to the involved people to gain information about a possible suspect.						
13	1	5	Thanks, meanwhile i will take care about the traffic, see ya later.						
13	2	0	"Hi, my name is "" + Globals.CharacterName  + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Can you tell me what happened?"						
13	2	1	Oh my god, i hope she will be ok, they just have taken her to the hospital..						
13	2	2	Calm down, everything will be fine. I need you to tell me what happened. Can you do that for me?						
13	2	3	I think so, but it all happened so fast... it wasn't my fault.. i needed to pull away...						
13	2	4	From what did you pull away. Did a car cut you? Please be more precise.						
13	2	5	Yes, it switched to my lane without noticing me. I think it was a 						
13	2	6	Are you sure about this?						
13	2	7	No I'm not.. please ask the others.. maybe the can tell you more.						
13	2	8	Okay, thanks again. Just keep calm, she will be ok						
13	3	0	"Hello, "" + GameHandler._dialog_dept.Remove(1, 7) + "". Are you okay? Can i ask you some questions?"						
13	3	1	Hi, yeah sure, go ahead						
13	3	2	The guy that flipped the car told me that he was cut by a car which switched the lane, is this correct?						
13	3	3	Yes. I had to brake hard to stop my car. But i touched the barriers anyway. Now look at my car						
13	3	4	Sorry for that. Can you remember a licence plate or a the car type or maybe the color?						
13	3	5	Not really, I was focusing not to crash.						
13	3	6	"Thanks for your time, if you need anything then contact "" + GameHandler._dialog_dept.Remove(1, 7) + ""."						
13	4	0	"Hey there, I'm officer "" + Globals.CharacterName + "". It seems that your car is fine. Why are you here?"						
13	4	1	Hi, i was the one that called 9-1-1. And i decided to stay cause i have wrote down the car that caused this mess.						
13	4	2	Perfect. So you can tell me the licence plate of the 						
13	4	3	Yes i can tell you, but it wasn't a 						
13	4	4	Ok, then what car was it?						
13	4	5	It was a 						
13	4	6	Thanks for helping out, it will help to identify this reckless driver. You can leave now						
13	4	7	Okay. Bye						
14	1	0	Hey Partner. This crash looks serious. Do you know what happened?						
14	1	1	"Hi "" + Globals.CharacterName + "", Yeah, its a miracle that there is not more damage.Looks like a Hit and Run, but I'm not sure"						
14	1	2	How do you know. Have you already talked to involved people?						
14	1	3	Unfortunately not. I took care about getting EMS and the fire team here.						
14	1	4	Okay, then I will start questioning to see if we get a cause or maybe a suspect.						
14	1	5	Meanwhile I will contact dispatch and give them an update about the status here.						
14	2	0	"Hello, I'm officer "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Are you able to answer some questions?"						
14	2	1	Oh hi, ehm... yes maybe... they just took my wife to the hospital with the helicopter. They said that she has internal chest injuries.						
14	2	2	Damn, sad to hear that. But she is in god hands. Can you tell me what happened?						
14	2	3	I was driving on the second lane at suddenly the guy on the first one pulled over.I reacted and flipped the car.						
14	2	4	Do you remember a car type or license plate of this vehicle?						
14	2	5	I'm really not sure. Maybe it was a 						
14	2	6	Did the person set the indicator, or did he just pull to your side?						
14	2	7	No. He just pulled to my lane without any notice						
14	2	8	"Thanks for your info. Maybe "" + GameHandler._dialog_dept.Remove(1, 7) + "" will contact you again."						
14	3	0	"Hi, "" + GameHandler._dialog_dept.Remove(1, 7) + "". Are you the second involved person of this crash?"						
14	3	1	Hi yes, I was driving behind the car that flipped.						
14	3	2	So can you describe the situation that caused this accident?						
14	3	3	Sure. A vehicle pulled into the guys car with any notice.. One happened to the other and BAAM.						
14	3	4	Do you remember a licence plate or a the car type or maybe the color?						
14	3	5	No sorry.						
14	3	6	"Thanks for your time, if you need anything then contact "" + GameHandler._dialog_dept.Remove(1, 7) + ""."						
14	4	0	"Hello, my name is officer "" + Globals.CharacterName + "". Can you tell me what you doing here?"						
14	4	1	Hello officer. I saw exactly what happened from the other side.						
14	4	2	Okay. The victims sad that a vehicle pulled on the other lane and caused the crash. It was a 						
14	4	3	Then they must be wrong. It was definitely not a 						
14	4	4	Interesting. So then please update me.						
14	4	5	Yes sure. I memorized it. It was a 						
14	4	6	Thanks for your help. You can leave now						
14	4	7	Bye						
15	1	0	Wow. Its been a while since a crash happened here. What's going on?						
15	1	1	"Hey "" + Globals.CharacterName + "". You're right. No issue here a long time."						
15	1	2	Did you already make contact with the involved people?						
15	1	3	Nope. You're the higher ranked cop here. Please take care of it.						
15	1	4	Always the same excuse. This id getting old. Well okay, I will do it.						
15	1	5	Thank you very much. I will keep traffic off your back						
15	2	0	"Hey, my name is "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Are you okay?"						
15	2	1	Yes I fine, just some bruising. But my daughter is injured. EMS is now talking her to the hospital						
15	2	2	Sorry to hear that. Is it possible for you to answer some questions regarding the crash?						
15	2	3	Well I hope I remember something. Its all a bit blurred from the impact. I will try.						
15	2	4	How did this happen? Was any other vehicle involved in this accident?						
15	2	5	Yes, another car switched to my lane and I had to brake hard. But it wasn't enough. I think it was a 						
15	2	6	Please take a time and think about your answer.						
15	2	7	Well sorry. I can't tell if my answer is correct.. please question the others.. maybe they know.						
15	2	8	Okay, thanks anyway.						
15	3	0	"Hello, "" + GameHandler._dialog_dept.Remove(1, 7) + "". Can I talk to you for a second?"						
15	3	1	Hi, sure, go ahead						
15	3	2	The guy that flipped his car told me that the crash was caused by a third car, is this correct?						
15	3	3	Yep. As you can see, I tried to stop but failed.						
15	3	4	Can you remember a licence plate or a the car type or maybe the color?						
15	3	5	No sorry. My eyes where focused on car in front of me... sorry						
15	3	6	"Okay, if you need anything then contact "" + GameHandler._dialog_dept.Remove(1, 7) + ""."						
15	4	0	"Hey there, I'm officer "" + Globals.CharacterName + "". Are you the 911 caller?"						
15	4	1	Yes I called the police. I was driving a little bit behind those two when the accident happened						
15	4	2	There seems to be a third car which was causing the accident. Did you see the licence plate of the						
15	4	3	Yes, but the car wasn't a 						
15	4	4	Then the others must be wrong. Which type was it?						
15	4	5	It was a 						
15	4	6	Thanks for your help, appreciate it. You can leave now						
15	4	7	Okay. Goodbye						
16	1	0	Hi, How can I assist?						
16	1	1	"Hello "" + Globals.CharacterName + "", did dispatch inform you?"						
16	1	2	No, just send me here. So what happened here						
16	1	3	Its a Hit and Run. But I just shortly talked to the witnesses. Bring yourself up-to-date by talking to the involved ones.						
16	1	4	Okay, I will do so.						
16	1	5	I will make sure that we don't get a traffic jam here.						
16	2	0	"Hi, I'm office "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Can you tell me what happened?"						
16	2	1	Shit... my head hurts.. where is my girlfriend..?						
16	2	2	She left in the helicopter. She need to get to the hospital as quickly as possible.						
16	2	3	Fuck, were is that fucking bastard..						
16	2	4	What bastard, Please tell me what happened.						
16	2	5	A car pushed my off the road. I think it was a 						
16	2	6	I will get out a BOLO for that car model. Give me a second.						
16	2	7	No stop... I don't know .Maybe it was a different one.Does anyone of the others know ?						
16	2	8	I will ask them. For know please stay here. Paramedics will take a look at you						
16	3	0	"Hello, "" + GameHandler._dialog_dept.Remove(1, 7) + "". Do you have any injuries?"						
16	3	1	Just some small bruisings. Nothing really mentionable.						
16	3	2	The other involved person told me that he was forced of the road by another car. Is that true?						
16	3	3	Yes. I was directly behind him, maybe a little bit to near... ah whatever.						
16	3	4	For know I don't care about that. Can you remember a licence plate or a the car type or maybe the color?						
16	3	5	Sorry. No.						
16	3	6	"Okay thanks, "" + GameHandler._dialog_dept.Remove(1, 7) + "" will contact you later."						
16	4	0	"Hi, my name is "" + Globals.CharacterName + "" form the "" + GameHandler._dialog_dept.Remove(1, 7) + "" . Are you okay?"						
16	4	1	Hello officer, yes I'm okay and luckily I don't have any damage cause I could stop in time.						
16	4	2	The other two told me that someone forced them off the road. Car type is a 						
16	4	3	That's true. I was driving behind them. But the car wasn't a 						
16	4	4	Well... please tell my then.						
16	4	5	It was a 						
16	4	6	Thank for you help. You can leave now						
16	4	7	Okay. Bye						
17	1	0	Hi. How can I help?						
17	1	1	Hi Officer. We actually don't know what happened right now.						
17	1	2	Okay... Strange. Did anyone see anything?						
17	1	3	No. The lifeguards found him about 10 minutes ago, just stranded here.						
17	1	4	Okay. I'll question some people here and see if they know anything.						
17	1	5	That is all I can tell you!						
17	2	0	Hey, did you see what happened?						
17	2	1	Nope. I saw a crowd forming, and I wanted to check out what was going on.						
17	2	2	Huh. Okay then...						
17	2	3	Sorry.						
17	3	0	Hey there. Do you know what happened?						
17	3	1	Unfortunately, I have no clue. I was just walking and saw him laying there. I tried asking if he was okay, but he didn't answer, so I called 911.						
17	3	2	Okay then. Why don't you and your buddies clear the scene. We'll take it from here.						
17	3	3	Okay... Damn, hope he makes it.						
17	4	0	Hello. You are the one that called 911, correct?						
17	4	1	Yes officer. Sorry for calling so late, I'm from Europe and not used to the emergency system in America.						
17	4	2	It's okay. Can you tell me what you saw?						
17	4	3	~w~ speedboat that hit the surfer.They didn't bother stopping. They hit him and kept on going!						
17	4	4	Do you know the direction the boat was heading?						
17	4	5	I believe the boat was heading to 						
17	4	6	Okay. Thank you for your information. Is there anything else you can tell us?						
17	4	7	No... unfortunately that's it. Sorry!						
17	5	1	A tourist has reported a crime which is maybe connected to your injured surfer.						
18	1	0	Hi, everything under control here?						
18	1	1	Hi Officer. We are busy keeping the crowd away from the scene						
18	1	2	What happened here?						
18	1	3	The civilians found him 10 minutes ago and called in the lifeguards. I don't have more for you.						
18	1	4	Okay. Thanks for the info. I'll try to find out if somebody knows anything.						
18	1	5	That is all I know!						
18	2	0	"Hello. My name is "" + Globals.CharacterName + "". I'm from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Do you know what happened?"						
18	2	1	No sorry. I just wanted to know what was going on here.						
18	2	2	Okay. Please stay away from the scene...						
18	2	3	Okay.						
18	3	0	"Hey there. "" + GameHandler._dialog_dept.Remove(1, 7) + "". Can you tell me what happened here?"						
18	3	1	Yes. We were training here at the beach when I noticed the body in the sand. We tried to talk to him but he didn't answer, so I called 911.						
18	3	2	Anything else?						
18	3	3	Nope. Sorry.						
18	4	0	Hello. Are you the worker that called 911?						
18	4	1	Yeah officer. That's me.						
18	4	2	Good. Can you describe what you have seen?						
18	4	3	~w~ speedboat that hit the surfer. I think they didn't see him but they hit him and kept on going!						
18	4	4	Do you have any idea where the boat went?						
18	4	5	You're lucky man. Yesterday I saw the exact same boat in the city. It was in 						
18	4	6	Thank you. That will make our jobs a lot easier.						
18	4	7	Nice to know that I could help you!						
18	5	1	A dock worker has reported a hit and run matching your scene location.						
19	1	0	Hey Officer. What happened here?						
19	1	1	Hey Partner, thanks for coming out. I just got here, but it appears to be a Hit and Run.						
19	1	2	Do we have a witness?						
19	1	3	Try talking to the lady over there. She might know something.						
19	1	4	Will do. Thanks for helping out.						
19	1	5	That is all I have for you!						
19	2	0	Hey Ma'am. Did you call the ambulance?						
19	2	1	Yes I did, officer!						
19	2	2	Thank you for that. Can you tell me what happened?						
19	2	3	~w~ ran on the curb and hit the man as he attempted to cross the road!						
19	2	4	Okay. Did you see the vehicle's license plate?						
19	2	5	I did... but I only remember the last 3 digits. They are ~y~						
19	2	6	Okay. Thanks for your help. Give this officer a statement and you will be free to go on your way.						
19	2	7	Thank you officer. Will do.						
19	2	8	Sorry, but that's all I can tell you.,						
20	1	0	Hey Officer. What happened here?						
20	1	1	Hey Partner, thanks for coming out. I just got here, but it appears to be a Hit and Run.						
20	1	2	Do we have a witness?						
20	1	3	Try talking to the lady over there. She might know something.						
20	1	4	Will do. Thanks for helping out.						
20	1	5	That is all I have for you!						
20	2	0	Hey Ma'am. Did you call the ambulance?						
20	2	1	Yes I did, officer!						
20	2	2	Thank you for that. Can you tell me what happened?						
20	2	3	~w~ ran on the curb and hit the man as he attempted to cross the road!						
20	2	4	Okay. Did you see the vehicle's license plate?						
20	2	5	I did... but I only remember the last 3 digits. They are ~y~						
20	2	6	Okay. Thanks for your help. Give this officer a statement and you will be free to go on your way.						
20	2	7	Thank you officer. Will do.						
20	2	8	Sorry, but that's all I can tell you.,						
21	1	0	Hey Officer. What happened here?						
21	1	1	Hey Partner, thanks for coming out. I just got here, but it appears to be a Hit and Run.						
21	1	2	Do we have a witness?						
21	1	3	Try talking to the lady over there. She might know something.						
21	1	4	Will do. Thanks for helping out.						
21	1	5	That is all I have for you!						
21	2	0	Hey Ma'am. Did you call the ambulance?						
21	2	1	Yes I did, officer!						
21	2	2	Thank you for that. Can you tell me what happened?						
21	2	3	~w~ ran on the curb and hit the man as he attempted to cross the road!						
21	2	4	Okay. Did you see the vehicle's license plate?						
21	2	5	I did... but I only remember the last 3 digits. They are ~y~						
21	2	6	Okay. Thanks for your help. Give this officer a statement and you will be free to go on your way.						
21	2	7	Thank you officer. Will do.						
21	2	8	Sorry, but that's all I can tell you.,						
22	1	0	Hey Officer. What happened here?						
22	1	1	Hey Partner, thanks for coming out. I just got here, but it appears to be a Hit and Run.						
22	1	2	Do we have a witness?						
22	1	3	Try talking to the lady over there. She might know something.						
22	1	4	Will do. Thanks for helping out.						
22	1	5	That is all I have for you!						
22	2	0	Hey Ma'am. Did you call the ambulance?						
22	2	1	Yes I did, officer!						
22	2	2	Thank you for that. Can you tell me what happened?						
22	2	3	~w~ ran on the curb and hit the man as he attempted to cross the road!						
22	2	4	Okay. Did you see the vehicle's license plate?						
22	2	5	I did... but I only remember the last 3 digits. They are ~y~						
22	2	6	Okay. Thanks for your help. Give this officer a statement and you will be free to go on your way.						
22	2	7	Thank you officer. Will do.						
22	2	8	Sorry, but that's all I can tell you.,						
23	1	0	Hi Chloe. First deployment today?						
23	1	1	"Hey "" + Globals.CharacterName + "", nice to see you. Yes the first one today."						
23	1	2	So what do we have here?						
23	1	3	Seems to be a Hit and Run. Talk to the Woman over there she will update you.						
23	1	4	Okay. Ehm.. Let go for a drink when your shift is over.						
23	1	5	Sure why not... see ya later.						
23	2	0	"Hello Ma'am. I'm officer "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "".Can you describe what happened?"						
23	2	1	Hi, yes this is my boyfriend who got hit!						
23	2	2	Oh, I didn't know. So why is he hurt?						
23	2	3	~w~ came out of this alleyway and hit him!						
23	2	4	Can you tell me the vehicle's license plate?						
23	2	5	Only partly. I remember the last 3 digits. They are ~y~						
23	2	6	I will run that in the Police computer and see what's popping up. I have no more question						
23	2	7	Alright then. Bye						
23	2	8	Sorry,but t hat's all I can tell you.,						
24	1	0	Hey. How can assist?						
24	1	1	Hi buddy, please help me with accident. It a Hit and Run.						
24	1	2	Okay? How do you know that?						
24	1	3	The woman is the guys wife. She told me that. But ask her yourself.						
24	1	4	Will do so. Anything else?						
24	1	5	Nope. That is all I know!						
24	2	0	"Hello Miss. My name is "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". What happened?"						
24	2	1	Hello officer! Some stupid dude ran him over.						
24	2	2	Can you describe the vehicle or do you know the type?						
24	2	3	~w~ came around with a high rate of speed. I think he lost control, that is why he hit my husband!						
24	2	4	Okay. Do you remember the vehicle's license plate?						
24	2	5	I already thought about that, but I just remember the last 3 digits. They are ~y~						
24	2	6	Thanks. That's more then in the most cases. Maybe we get a hit.						
24	2	7	Thank you officer. Please get this bastard.						
24	2	8	I don't know anything more. Sorry.,						
25	1	0	Hi, you requested backup. How can i help?						
25	1	1	Hey Partner, thanks for coming. I just arrived, but it looks that this accident wasn't self-inflicted.						
25	1	2	Okay, Do we have a witness who maybe knows something?						
25	1	3	Yes. One of the shop owners came out when i got here. Talk to him.						
25	1	4	At least something. I will question him.						
25	1	5	That is all I have for you!						
25	2	0	"Hi Sir. My name is "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Do you want to tell me anything?"						
25	2	1	"Yes, officer "" + Globals.CharacterName + "". I called 911!"						
25	2	2	Thank you. Can you tell me what happened to the woman?						
25	2	3	~w~ parked out and hit the woman in reverse and then just left the area.						
25	2	4	Did you see the vehicle's license plate?						
25	2	5	I was still in my shop so i don't know the complete plate. Only the last 3 digits. They are ~y~						
25	2	6	Okay. Thanks for your help. My partner will maybe ask you also some questions.						
25	2	7	Okay.						
25	2	8	Sorry, but that's all I can tell you.,						
26	1	0	Hello Officer, what can i do for you?						
26	1	1	Hi, thanks for the response. It appears to be a Hit and Run.						
26	1	2	How do you know this?						
26	1	3	I shorty talked to the victim. But there is maybe witness. Talk to the Woman in front the Liquor store.						
26	1	4	Sure. I will try to find out more about the accident.						
26	1	5	That is all I have for you!						
26	2	0	"Hello Miss. I'm officer "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Do you know anything about the accident?"						
26	2	1	Yes, officer i do. I'm the owner of this store and i ran out as i saw a car ran over this guy!						
26	2	2	Can you tell me how this happened?						
26	2	3	~w~ was driving down Joshua road when it suddenly came on the sidewalk and hit the guy!						
26	2	4	Well did you maybe see the vehicle's license plate?						
26	2	5	It all went very fast, so I only remember the last 3 digits. They are ~y~						
26	2	6	That is more then enough. It will definitely help to find out the driver. You can leave now.						
26	2	7	Thank you officer.						
26	2	8	Sorry, but that's all I can tell you.,						
27	1	0	Hey, how i can assist?						
27	1	1	"Oh hi "" + Globals.CharacterName + "". I thought you are on vacation?"						
27	1	2	Well, someone got sick so i canceled it. What happened here?						
27	1	3	Sad to hear. The Visitor here got hit by car. The cook of this place can tell you more.						
27	1	4	Okay. I will ask him.						
27	1	5	That is all I have for you!						
27	2	0	"Hello Sir. My name is "" + Globals.CharacterName + "" from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Can you tell me what happened?"						
27	2	1	"Sure, officer "" + Globals.CharacterName + "". I saw the accident and called 9-1-1."						
27	2	2	Thanks. So what happened to your visitor?						
27	2	3	~w~ just ran him over. The car came out this parking place.						
27	2	4	Do you have surveillance cameras to maybe get the license plate?						
27	2	5	Yes, but they are not working. But I remember the last 3 digits of the car. It was ~y~						
27	2	6	Please fix your cameras. I would make my job easier, but at least we have 3 numbers. That's all thanks						
27	2	7	I will do so officer.						
27	2	8	Sorry, but that's all I can tell you.,						
28	1	0	Hello. Whats going on?						
28	1	1	Hi. I just arrived a minute ago, so i can't tell.						
28	1	2	Okay. Have you spoken to anybody?						
28	1	3	I just wanted to do that. But now you are here. So can you take over?						
28	1	4	Sure i will do so. Maybe make some notes about the scene.						
28	1	5	I'm writing down some notes about the scene!						
28	2	0	"Hello Sir. I'm from the "" + GameHandler._dialog_dept.Remove(1, 7) + "". Did you see how this man got hurt?"						
28	2	1	Hello officer! Yes i did. I called 9-1-1 form the phone booth.						
28	2	2	Okay. Then please describe how this happened						
28	2	3	~w~ came from the petrol pump. The guy crossed the exit and the car ran over him. It didn't stop. I immediately left the place						
28	2	4	Can you remember the vehicle's license plate?						
28	2	5	Damn no. Maybe the last 3 digits. They could be ~y~						
28	2	6	Okay. I will try to run this in our system. Maybe we get a hit. Thanks for your cooperation.						
28	2	7	No problem, anytime.						
28	2	8	Sorry, but that's all I can tell you.,						
29	1	0	Hey Ranger. What can i do for you?						
29	1	1	Hello officer, thanks for responding. I was coming back to the station when i found them here.						
29	1	2	Do you know what happened?						
29	1	3	To be honest, i didn't ask. Its your jurisdiction and i was busy getting EMS here and providing first aid.						
29	1	4	Fair enough. I will ask the man some questions.						
29	1	5	That is all I have for you!						
29	2	0	"Hey Sir. My name is "" + Globals.CharacterName + "". Can you tell what happened?"						
29	2	1	Hi officer. I'm glad that the ranger came bye and called the EMS.						
29	2	2	Okay. Please focus on my questions. What happened?						
29	2	3	~w~ was driving crazy down here. We wanted to go for a hike and then it suddenly appeared and hit my girl!						
29	2	4	Did you see the vehicle's license plate?						
29	2	5	I tried to. But in only saw the last 3 digits. It was ~y~						
29	2	6	"Thanks for that. For now thats enough. Maybe "" + GameHandler._dialog_dept.Remove(1, 7) + "" will contact you later."						
29	2	7	Okay. Thank you officer.						
29	2	8	Sorry, but that's all I can tell you.,						
30	1	0	Hey buddy. What happened here?						
30	1	1	Hi. Appears to be a Hit and Run. Paramedics told me that.						
30	1	2	Do we have a witness?						
30	1	3	Yeah, its the gas station owner. He told the paramedics that i was a Hit and Run.						
30	1	4	Okay then i will ask him.						
30	1	5	That is all I have for you!						
30	2	0	Hey Sir. Are you the one that called the police.						
30	2	1	No officer, it was one of my customers. But he already left.						
30	2	2	Thats not good. Did you maybe saw what happened?						
30	2	3	~w~ left the gas station and hit the man. I didn't saw it, but i was told.!						
30	2	4	Hm. Did the customer see a license plate?						
30	2	5	No. But I did see the last 3 digits. They are ~y~						
30	2	6	Okay that's good. Thanks for your help. Please give this officer a statement for the record.						
30	2	7	Will do.						
30	2	8	Sorry, but that's all I can tell you.,						
31	1	0	Hello Ma'am, are you the one that called in a disturbance?						
31	1	1	Hello Officer. Yes I did. Can you hear that loud music?						
31	1	2	Yes. How long have they been playing their music that loudly?						
31	1	3	It's been going on for at least 4 hours now. Can you please stop it? It is coming from that house.						
31	1	4	I'll do my best to have them shut it off. Thanks for letting us know about it.						
31	1	5	Thank you Officer.						
31	2	0	Hello everybody. Who is the owner of this property?						
31	2	1	Hello Officer. This is my house... Is there a problem?						
31	2	2	Hi, we have a complaint from one of your neighbours regarding the loud music. What's your name sir?						
31	2	3	I'm not telling you that! We're having a party, they should expect to hear us!						
31	2	4	Alright sir, well I need you to turn down the volume.						
31	2	5	Fine... If you say so. Give me a second...						
31	2	6	Better now?						
31	2	7	Yes, thank you for your cooperation. Have a fun rest of your time.						
31	2	8	Whatever party killer...						
31	3	0	Sir, do you think its necessary for me to have to come back again?						
31	3	1	Oh hey officer. Sorry, I guess one of my friends turned the volume up. I'll go turn it down.						
31	3	2	Well this is my second time here. I don't care about excuses. Turn off the music.						
31	3	3	Why? Havn't you had fun as a teen? Quit complaining, we're having fun!						
31	3	4	I warned you already. Turn it off now.						
31	3	5	No. You can't make me. Im sick of you trying to ruin my party.						
31	3	6	There are two ways this will end. First, you turn off the music and continue your party.						
31	3	7	Second, if you refuse to cooperate, the party ends and I will take you in for disturbing the peace. Its your choice.						
31	4	0	Alright then... I will turn off the music.						
31	4	1	Happy now?						
31	4	2	Wise decision my friend. Regardless of this action, have a nice day.						
31	4	3	Leave my property. The people around here suck...						
31	5	0	Fuckin' pig!						
31	5	1	Okay bud, put your hands where I can see them. You are going to jail for disturbing the peace.						
31	5	2	Wow, I can't believe this. Clearly someone doesn't know how to have fun!						
32	1	0	Excuse me sir, are you the one that called regarding the loud music?						
